Country,YearsCode,EdLevel,Employment,DevType,OrgSize,RemoteWork,WorkExp,Industry,Age,ICorPM,ToolCountWork,log_salary,has_high_pay_lang,LanguageCount,DatabaseCount,PlatformCount,yearsCode_sq,WorkExp_sq,Exp_ratio,Tech_breadth
United States of America,17.0,,1,Other,,0,13.0,Software Development,1.0,0.0,3.0,12.25486757159303,1,6.0,2.0,5.0,289.0,169.0,0.7222222222222222,13.0
Germany,20.0,,1,Other,,1,12.0,Healthcare,2.0,0.0,15.0,11.150663514162712,1,6.0,,,400.0,144.0,0.5714285714285714,0.0
Australia,35.0,,1,Devops/Cloud,4.0,1,40.0,Manufacturing,4.0,0.0,6.0,11.264617939992469,0,3.0,1.0,3.0,1225.0,1600.0,1.1111111111111112,7.0
United Kingdom of Great Britain and Northern Ireland,20.0,,1,Management,2.0,0,15.0,"Internet, Telecomm or Information Services",2.0,0.0,10.0,12.00377896707668,0,6.0,2.0,1.0,400.0,225.0,0.7142857142857143,9.0
Other,7.0,5.0,1,Back-end,1.0,0,3.0,Software Development,1.0,0.0,10.0,9.87822102528824,1,7.0,7.0,8.0,49.0,9.0,0.375,22.0
Germany,15.0,,1,Other,,1,5.0,Government,1.0,0.0,5.0,11.081665512036867,0,10.0,4.0,3.0,225.0,25.0,0.3125,17.0
United Kingdom of Great Britain and Northern Ireland,36.0,5.0,1,Other,3.0,0,22.0,Manufacturing,2.0,1.0,10.0,11.464785089642293,0,7.0,4.0,3.0,1296.0,484.0,0.5945945945945946,14.0
India,7.0,,1,Other,5.0,1,5.0,Other,1.0,0.0,,10.056551928262964,1,8.0,7.0,17.0,49.0,25.0,0.625,32.0
Spain,17.0,,1,Other,5.0,1,12.0,Higher Education,2.0,0.0,8.0,10.948136318260808,0,4.0,,5.0,289.0,144.0,0.6666666666666666,0.0
France,7.0,,1,Full-stack,1.0,1,5.0,Software Development,1.0,0.0,10.0,11.007568195796024,0,,,,49.0,25.0,0.625,0.0
Germany,35.0,,1,Management,2.0,1,12.0,"Internet, Telecomm or Information Services",3.0,1.0,13.0,11.513565260257568,0,8.0,2.0,3.0,1225.0,144.0,0.3333333333333333,13.0
Netherlands,27.0,5.0,1,Full-stack,2.0,1,20.0,Software Development,3.0,0.0,5.0,11.290419210539214,0,14.0,5.0,6.0,729.0,400.0,0.7142857142857143,25.0
Netherlands,19.0,,1,security,2.0,1,18.0,Other,2.0,0.0,,11.318988712203959,1,10.0,3.0,5.0,361.0,324.0,0.9,18.0
France,17.0,,1,Back-end,3.0,1,12.0,Software Development,2.0,0.0,5.0,11.081665512036867,0,6.0,4.0,4.0,289.0,144.0,0.6666666666666666,14.0
Spain,39.0,5.0,1,Other,4.0,1,28.0,Higher Education,3.0,0.0,10.0,10.052079956585954,0,6.0,2.0,,1521.0,784.0,0.7,0.0
Other,20.0,,1,Embedded/Hardware,4.0,1,10.0,Other:,2.0,0.0,2.0,11.183448702861401,1,8.0,3.0,7.0,400.0,100.0,0.47619047619047616,18.0
United Kingdom of Great Britain and Northern Ireland,40.0,,1,Full-stack,1.0,0,11.0,Software Development,3.0,1.0,8.0,10.905185041352151,0,,4.0,3.0,1600.0,121.0,0.2682926829268293,0.0
Switzerland,40.0,,1,Full-stack,,1,24.0,Banking/Financial Services,3.0,0.0,5.0,12.09955034414948,1,8.0,6.0,7.0,1600.0,576.0,0.5853658536585366,21.0
Germany,22.0,5.0,1,Devops/Cloud,2.0,2,13.0,Higher Education,2.0,0.0,15.0,11.599607621105953,1,10.0,7.0,17.0,484.0,169.0,0.5652173913043478,34.0
France,30.0,,1,Embedded/Hardware,1.0,0,15.0,Software Development,2.0,1.0,5.0,11.923842351756639,0,5.0,2.0,1.0,900.0,225.0,0.4838709677419355,8.0
Germany,10.0,5.0,1,Full-stack,1.0,1,4.0,Software Development,1.0,0.0,5.0,11.360380162501555,0,7.0,,5.0,100.0,16.0,0.36363636363636365,0.0
Germany,25.0,,1,Other,3.0,1,20.0,Software Development,2.0,0.0,5.0,11.610188282590439,1,6.0,,4.0,625.0,400.0,0.7692307692307693,0.0
Switzerland,14.0,5.0,1,Back-end,1.0,1,6.0,Other,1.0,0.0,10.0,11.867749697398413,1,5.0,5.0,17.0,196.0,36.0,0.4,27.0
India,17.0,5.0,1,Back-end,,1,13.0,Banking/Financial Services,2.0,0.0,2.0,10.864923719378258,0,3.0,1.0,1.0,289.0,169.0,0.7222222222222222,5.0
Poland,26.0,,1,Other,3.0,2,11.0,Software Development,2.0,0.0,15.0,10.658975528502648,0,3.0,4.0,,676.0,121.0,0.4074074074074074,0.0
Germany,40.0,,1,Full-stack,2.0,2,34.0,Government,4.0,0.0,6.0,11.332985070956667,0,7.0,2.0,5.0,1600.0,1156.0,0.8292682926829268,14.0
Germany,13.0,,1,Other,1.0,2,13.0,Software Development,1.0,0.0,7.0,10.611671117922187,0,6.0,5.0,4.0,169.0,169.0,0.9285714285714286,15.0
Canada,10.0,5.0,1,Full-stack,,1,6.0,Software Development,1.0,,4.0,11.667653121171744,1,8.0,6.0,7.0,100.0,36.0,0.5454545454545454,21.0
Finland,8.0,,1,Full-stack,1.0,1,7.0,Software Development,1.0,0.0,,10.611671117922187,0,,,,64.0,49.0,0.7777777777777778,0.0
Other,5.0,5.0,1,Front-end,,1,4.0,Software Development,1.0,,3.0,10.341484385646778,0,3.0,4.0,6.0,25.0,16.0,0.6666666666666666,13.0
Italy,5.0,,1,Back-end,2.0,0,,Retail and Consumer Services,0.0,0.0,2.0,10.01126514470956,1,3.0,,1.0,25.0,,,0.0
Ukraine,10.0,,1,Devops/Cloud,2.0,2,20.0,Software Development,2.0,0.0,5.0,10.084433163150152,0,4.0,5.0,8.0,100.0,400.0,1.8181818181818181,17.0
Italy,18.0,,1, Data/ML,2.0,2,10.0,Other,2.0,0.0,10.0,11.387044731276228,0,1.0,4.0,7.0,324.0,100.0,0.5263157894736842,12.0
Sweden,19.0,5.0,1,Back-end,,1,14.0,Other,2.0,0.0,12.0,11.896492551977177,1,8.0,2.0,9.0,361.0,196.0,0.7,19.0
India,15.0,5.0,1,Full-stack,,0,10.0,Software Development,1.0,0.0,5.0,10.613614753130758,1,10.0,10.0,21.0,225.0,100.0,0.625,41.0
Ukraine,17.0,5.0,1,Other,4.0,2,13.0,Software Development,2.0,1.0,10.0,11.373674891823535,1,4.0,1.0,3.0,289.0,169.0,0.7222222222222222,8.0
France,40.0,,1,Back-end,3.0,1,16.0,Software Development,3.0,0.0,8.0,10.862991018833101,0,9.0,2.0,4.0,1600.0,256.0,0.3902439024390244,15.0
Other,12.0,,1,Devops/Cloud,3.0,1,8.0,Software Development,1.0,0.0,10.0,10.437316558067081,1,5.0,,4.0,144.0,64.0,0.6153846153846154,0.0
Poland,20.0,,1,Back-end,,2,20.0,Software Development,3.0,0.0,,11.695255355062795,1,7.0,10.0,18.0,400.0,400.0,0.9523809523809523,35.0
Poland,15.0,,1,Full-stack,,1,12.0,Software Development,1.0,,7.0,11.268596580863035,1,5.0,5.0,6.0,225.0,144.0,0.75,16.0
Switzerland,20.0,,1,Full-stack,3.0,1,18.0,Healthcare,2.0,0.0,10.0,11.867749697398413,0,6.0,3.0,7.0,400.0,324.0,0.8571428571428571,16.0
Ukraine,5.0,,1,Full-stack,3.0,2,5.0,Software Development,1.0,0.0,12.0,10.085850775128717,0,5.0,2.0,5.0,25.0,25.0,0.8333333333333334,12.0
United Kingdom of Great Britain and Northern Ireland,25.0,,1,Full-stack,3.0,1,25.0,Other:,3.0,0.0,13.0,11.128321247529394,0,7.0,2.0,6.0,625.0,625.0,0.9615384615384616,15.0
Italy,25.0,,1,Full-stack,,1,25.0,Other,3.0,,,9.946738594530443,0,5.0,1.0,6.0,625.0,625.0,0.9615384615384616,12.0
Poland,27.0,,1,Other,3.0,1,20.0,Higher Education,3.0,0.0,,10.684302144847834,0,6.0,3.0,3.0,729.0,400.0,0.7142857142857143,12.0
Germany,6.0,,1,Other,2.0,1,,Other,0.0,0.0,8.0,10.862991018833101,0,2.0,3.0,2.0,36.0,,,7.0
United Kingdom of Great Britain and Northern Ireland,23.0,5.0,1,Back-end,,0,15.0,Software Development,2.0,0.0,9.0,11.6589374006013,1,3.0,,5.0,529.0,225.0,0.625,0.0
India,10.0,5.0,1,Full-stack,3.0,1,2.0,Software Development,1.0,0.0,5.0,10.886894729843826,1,10.0,5.0,13.0,100.0,4.0,0.18181818181818182,28.0
Spain,15.0,,1,Other,5.0,1,10.0,Government,1.0,0.0,10.0,10.639837890396722,0,,,,225.0,100.0,0.625,0.0
Other,15.0,5.0,1,Full-stack,1.0,1,10.0,Other,1.0,0.0,40.0,10.693920233396923,1,14.0,4.0,3.0,225.0,100.0,0.625,21.0
Italy,15.0,,1,Full-stack,,1,10.0,Retail and Consumer Services,1.0,,4.0,11.150663514162712,0,6.0,1.0,5.0,225.0,100.0,0.625,12.0
Germany,6.0,,1,Other,3.0,1,4.0,Software Development,1.0,0.0,5.0,11.150663514162712,1,5.0,,,36.0,16.0,0.5714285714285714,0.0
Poland,10.0,5.0,1,Back-end,4.0,2,6.0,Banking/Financial Services,1.0,0.0,5.0,11.312900116782279,0,6.0,2.0,,100.0,36.0,0.5454545454545454,0.0
Other,7.0,,1,Full-stack,1.0,1,4.0,Software Development,2.0,0.0,5.0,9.563599488613745,0,8.0,4.0,13.0,49.0,16.0,0.5,25.0
Brazil,31.0,5.0,1,Other,5.0,1,26.0,Other:,3.0,0.0,3.0,10.856707913495192,0,6.0,3.0,6.0,961.0,676.0,0.8125,15.0
Spain,7.0,,1,Back-end,1.0,2,7.0,Software Development,1.0,0.0,,10.457516333602767,0,6.0,5.0,1.0,49.0,49.0,0.875,12.0
United Kingdom of Great Britain and Northern Ireland,9.0,,1,Back-end,2.0,0,5.0,Other,0.0,0.0,10.0,10.583600150825614,0,5.0,2.0,4.0,81.0,25.0,0.5,11.0
Germany,14.0,,1,Embedded/Hardware,3.0,1,9.0,Manufacturing,1.0,0.0,4.0,11.063649525214753,1,13.0,2.0,8.0,196.0,81.0,0.6,23.0
United Kingdom of Great Britain and Northern Ireland,22.0,5.0,1,Full-stack,2.0,2,17.0,Other:,2.0,0.0,20.0,11.405941409862962,0,4.0,4.0,3.0,484.0,289.0,0.7391304347826086,11.0
United Kingdom of Great Britain and Northern Ireland,21.0,,1,Full-stack,2.0,1,20.0,Other:,1.0,0.0,,11.259348479035063,1,8.0,2.0,5.0,441.0,400.0,0.9090909090909091,15.0
Finland,15.0,,1,Full-stack,3.0,1,10.0,"Internet, Telecomm or Information Services",1.0,0.0,,11.498958377741612,1,8.0,6.0,12.0,225.0,100.0,0.625,26.0
United Kingdom of Great Britain and Northern Ireland,30.0,,1,Full-stack,,1,29.0,Software Development,4.0,,12.0,12.00377896707668,1,9.0,1.0,4.0,900.0,841.0,0.9354838709677419,14.0
Germany,7.0,5.0,1,Full-stack,2.0,1,4.0,Software Development,0.0,0.0,,11.215193056664946,1,7.0,2.0,11.0,49.0,16.0,0.5,20.0
United Kingdom of Great Britain and Northern Ireland,33.0,,1,Other,,1,28.0,"Internet, Telecomm or Information Services",3.0,0.0,3.0,12.00377896707668,0,9.0,,,1089.0,784.0,0.8235294117647058,0.0
Austria,28.0,5.0,1,Back-end,2.0,1,17.0,Healthcare,2.0,0.0,5.0,11.487125489479816,0,2.0,1.0,,784.0,289.0,0.5862068965517241,0.0
Belgium,17.0,5.0,1,Other,4.0,1,8.0,Other,1.0,0.0,20.0,11.266781930260281,0,9.0,1.0,3.0,289.0,64.0,0.4444444444444444,13.0
Germany,34.0,,1,Management,3.0,1,18.0,Fintech,2.0,1.0,25.0,11.661483391611373,0,,,,1156.0,324.0,0.5142857142857142,0.0
United Kingdom of Great Britain and Northern Ireland,25.0,,1,Other,3.0,2,20.0,Fintech,2.0,0.0,5.0,11.78063694602065,0,,,,625.0,400.0,0.7692307692307693,0.0
France,20.0,5.0,1,Embedded/Hardware,1.0,0,11.0,Software Development,2.0,0.0,2.0,10.745205588904774,0,3.0,1.0,,400.0,121.0,0.5238095238095238,0.0
United Kingdom of Great Britain and Northern Ireland,8.0,,1,Data/ML,5.0,1,2.0,Other,0.0,0.0,12.0,10.757264379021041,0,7.0,1.0,,64.0,4.0,0.2222222222222222,0.0
India,21.0,5.0,1,Other,,1,16.0,Software Development,2.0,0.0,7.0,10.929457461212126,0,,,,441.0,256.0,0.7272727272727273,0.0
Other,14.0,5.0,1,Back-end,,1,9.0,Software Development,1.0,0.0,6.0,11.215193056664946,1,4.0,10.0,17.0,196.0,81.0,0.6,31.0
United States of America,10.0,,1,Back-end,2.0,2,10.0,Fintech,2.0,0.0,10.0,12.07254696717504,1,8.0,1.0,8.0,100.0,100.0,0.9090909090909091,17.0
Czech Republic,20.0,,1,Other,,1,20.0,Manufacturing,3.0,,5.0,10.936102478697086,0,1.0,1.0,,400.0,400.0,0.9523809523809523,0.0
Australia,7.0,,1,Other,5.0,1,6.0,Other,1.0,0.0,10.0,11.576988873259562,0,5.0,3.0,1.0,49.0,36.0,0.75,9.0
United Kingdom of Great Britain and Northern Ireland,11.0,,1,Full-stack,5.0,1,3.0,Other:,1.0,0.0,,10.905185041352151,1,8.0,2.0,6.0,121.0,9.0,0.25,16.0
Other,10.0,5.0,1,Full-stack,1.0,2,5.0,Software Development,1.0,0.0,4.0,10.483857895493113,0,6.0,3.0,6.0,100.0,25.0,0.45454545454545453,15.0
Italy,20.0,,1,Other,3.0,2,17.0,Software Development,2.0,0.0,1.0,11.818481836098812,1,2.0,3.0,4.0,400.0,289.0,0.8095238095238095,9.0
Other,13.0,,1,Full-stack,2.0,1,6.0,Other,1.0,0.0,3.0,11.026613576008314,0,5.0,1.0,5.0,169.0,36.0,0.42857142857142855,11.0
Canada,30.0,,1,Full-stack,2.0,2,26.0,Software Development,3.0,0.0,10.0,11.890800099073877,1,7.0,6.0,10.0,900.0,676.0,0.8387096774193549,23.0
United Kingdom of Great Britain and Northern Ireland,20.0,5.0,1,Back-end,2.0,1,17.0,Other:,2.0,1.0,,11.506746413893513,0,6.0,,2.0,400.0,289.0,0.8095238095238095,0.0
Austria,15.0,5.0,1,Other,2.0,1,3.0,Software Development,1.0,0.0,,10.862991018833101,1,7.0,,,225.0,9.0,0.1875,0.0
United States of America,16.0,,1,Back-end,,2,13.0,Retail and Consumer Services,2.0,0.0,10.0,11.982935344196433,1,7.0,3.0,3.0,256.0,169.0,0.7647058823529411,13.0
Other,15.0,5.0,1,Back-end,5.0,2,10.0,Banking/Financial Services,1.0,0.0,,11.417438269499556,0,1.0,,1.0,225.0,100.0,0.625,0.0
Other,10.0,,1,Other,5.0,1,17.0,Other:,2.0,,8.0,10.12667110305036,0,3.0,2.0,,100.0,289.0,1.5454545454545454,0.0
United Kingdom of Great Britain and Northern Ireland,20.0,5.0,1,Data/ML,4.0,1,7.0,Healthcare,2.0,0.0,12.0,10.840639175077612,0,7.0,2.0,5.0,400.0,49.0,0.3333333333333333,14.0
Sweden,32.0,,1,Other,3.0,0,19.0,Software Development,3.0,0.0,,11.579826817421987,0,5.0,1.0,3.0,1024.0,361.0,0.5757575757575758,9.0
Germany,9.0,,1,Other,1.0,1,2.0,Higher Education,1.0,0.0,5.0,11.167190461069831,0,3.0,,,81.0,4.0,0.2,0.0
Germany,30.0,,1,Full-stack,5.0,1,20.0,Government,2.0,0.0,,11.230708431949505,0,6.0,3.0,,900.0,400.0,0.6451612903225806,0.0
India,15.0,,1,Back-end,,1,9.0,Fintech,1.0,0.0,1.0,11.306749644073586,0,4.0,6.0,9.0,225.0,81.0,0.5625,19.0
Germany,22.0,,1,Other,6.0,1,13.0,Other:,2.0,0.0,6.0,11.413016727990648,0,3.0,,,484.0,169.0,0.5652173913043478,0.0
United States of America,30.0,,1,Other,,0,40.0,Other,4.0,0.0,20.0,12.07254696717504,0,1.0,,,900.0,1600.0,1.2903225806451613,0.0
Switzerland,7.0,5.0,1,Back-end,1.0,1,4.0,Other,1.0,0.0,6.0,11.588728428385728,0,2.0,2.0,4.0,49.0,16.0,0.5,8.0
Brazil,30.0,5.0,1,Mobile,5.0,2,26.0,Software Development,2.0,0.0,8.0,10.684874521945481,1,8.0,5.0,12.0,900.0,676.0,0.8387096774193549,25.0
India,8.0,5.0,1,Front-end,,1,8.0,Government,1.0,,,9.392745258631441,1,5.0,,,64.0,64.0,0.8888888888888888,0.0
Germany,15.0,,1,Back-end,6.0,1,10.0,Retail and Consumer Services,1.0,0.0,,11.487125489479816,1,7.0,4.0,10.0,225.0,100.0,0.625,21.0
Sweden,10.0,,1,Full-stack,1.0,1,10.0,Software Development,2.0,0.0,,11.04920604863151,0,5.0,2.0,3.0,100.0,100.0,0.9090909090909091,10.0
Other,15.0,5.0,1,Full-stack,2.0,1,8.0,Software Development,1.0,0.0,5.0,10.694419122245767,0,4.0,1.0,2.0,225.0,64.0,0.5,7.0
United States of America,8.0,5.0,1,Other,1.0,1,4.0,Other,1.0,0.0,,11.407576060361786,0,10.0,,,64.0,16.0,0.4444444444444444,0.0
Germany,20.0,,1,Other,,1,11.0,Manufacturing,2.0,0.0,10.0,11.610188282590439,0,3.0,3.0,3.0,400.0,121.0,0.5238095238095238,9.0
Australia,4.0,5.0,1,Devops/Cloud,1.0,1,2.0,Retail and Consumer Services,0.0,0.0,10.0,10.61071020720062,1,10.0,4.0,,16.0,4.0,0.4,0.0
France,12.0,,1,Full-stack,1.0,2,9.0,Software Development,1.0,1.0,5.0,10.927519962848502,0,5.0,1.0,4.0,144.0,81.0,0.6923076923076923,10.0
Italy,25.0,5.0,1,Devops/Cloud,2.0,0,25.0,Other,3.0,0.0,10.0,10.862991018833101,1,6.0,2.0,5.0,625.0,625.0,0.9615384615384616,13.0
United States of America,15.0,5.0,1,Other,5.0,1,21.0,Banking/Financial Services,3.0,0.0,5.0,11.608244735642321,1,5.0,1.0,5.0,225.0,441.0,1.3125,11.0
Switzerland,25.0,,1,Full-stack,2.0,1,20.0,Other,2.0,0.0,4.0,11.666109963909305,1,8.0,4.0,13.0,625.0,400.0,0.7692307692307693,25.0
France,19.0,5.0,1,Devops/Cloud,2.0,1,13.0,Other,1.0,1.0,2.0,11.150663514162712,0,,,,361.0,169.0,0.65,0.0
Belgium,10.0,,1,Embedded/Hardware,,1,3.0,Software Development,1.0,0.0,6.0,10.968336211051428,1,6.0,,4.0,100.0,9.0,0.2727272727272727,0.0
Canada,28.0,5.0,1,Full-stack,1.0,2,24.0,Fintech,3.0,0.0,10.0,11.008760940077243,1,8.0,4.0,10.0,784.0,576.0,0.8275862068965517,22.0
Other,6.0,5.0,1,Back-end,5.0,1,3.0,Software Development,1.0,0.0,10.0,10.000795735003125,0,5.0,5.0,6.0,36.0,9.0,0.42857142857142855,16.0
United States of America,7.0,5.0,1,Data/ML,4.0,0,2.0,Other,0.0,0.0,,11.225256725762893,0,8.0,5.0,4.0,49.0,4.0,0.25,17.0
United Kingdom of Great Britain and Northern Ireland,14.0,,1,Back-end,,1,11.0,Other:,2.0,0.0,,11.464785089642293,0,8.0,6.0,9.0,196.0,121.0,0.7333333333333333,23.0
Other,10.0,,1,Management,2.0,0,10.0,Manufacturing,1.0,1.0,3.0,10.25839593702714,0,8.0,3.0,3.0,100.0,100.0,0.9090909090909091,14.0
Israel,16.0,,1,Management,2.0,2,25.0,Software Development,2.0,1.0,6.0,10.471581584092512,0,5.0,3.0,9.0,256.0,625.0,1.4705882352941178,17.0
Switzerland,12.0,5.0,1,Full-stack,1.0,1,10.0,Software Development,1.0,0.0,10.0,12.028087672151345,1,6.0,3.0,7.0,144.0,100.0,0.7692307692307693,16.0
Other,20.0,,1,Full-stack,,2,20.0,Software Development,2.0,0.0,2.0,10.677661571738447,0,2.0,1.0,,400.0,400.0,0.9523809523809523,0.0
United Kingdom of Great Britain and Northern Ireland,25.0,5.0,1,Full-stack,5.0,2,14.0,"Internet, Telecomm or Information Services",2.0,1.0,7.0,11.485985829714277,0,6.0,3.0,2.0,625.0,196.0,0.5384615384615384,11.0
Other,5.0,,1,Other,1.0,1,10.0,"Internet, Telecomm or Information Services",2.0,1.0,10.0,9.798182590890704,0,2.0,1.0,1.0,25.0,100.0,1.6666666666666667,4.0
Spain,8.0,5.0,1,Full-stack,2.0,1,5.0,Software Development,1.0,0.0,6.0,10.639837890396722,0,6.0,3.0,5.0,64.0,25.0,0.5555555555555556,14.0
New Zealand,13.0,,1,Full-stack,,2,10.0,Software Development,1.0,0.0,,10.426231865695646,0,8.0,2.0,8.0,169.0,100.0,0.7142857142857143,18.0
India,7.0,,1,Full-stack,5.0,1,3.0,Software Development,1.0,0.0,5.0,10.054017399337825,1,12.0,11.0,11.0,49.0,9.0,0.375,34.0
United States of America,35.0,,1,Other,,1,20.0,Software Development,2.0,,999.0,12.611541086966115,1,10.0,,,1225.0,400.0,0.5555555555555556,0.0
Other,14.0,5.0,1,Full-stack,2.0,2,12.0,Software Development,1.0,1.0,,11.362044434010592,0,8.0,3.0,6.0,196.0,144.0,0.8,17.0
United States of America,22.0,,1,Full-stack,3.0,2,20.0,Software Development,2.0,0.0,5.0,12.066816325306588,0,5.0,4.0,9.0,484.0,400.0,0.8695652173913043,18.0
France,18.0,,1,Other,1.0,1,10.0,Other,1.0,0.0,7.0,11.756788869858779,1,3.0,2.0,6.0,324.0,100.0,0.5263157894736842,11.0
Norway,7.0,5.0,1,Full-stack,1.0,1,4.0,Other:,1.0,0.0,5.0,11.26542518215128,0,,,,49.0,16.0,0.5,0.0
Other,10.0,5.0,1,Full-stack,,2,5.0,Software Development,1.0,0.0,10.0,10.684988958061645,0,7.0,3.0,8.0,100.0,25.0,0.45454545454545453,18.0
Brazil,18.0,5.0,1,Mobile,3.0,1,10.0,Fintech,1.0,0.0,12.0,11.195690990256423,0,,,,324.0,100.0,0.5263157894736842,0.0
Netherlands,22.0,5.0,1,Full-stack,1.0,1,20.0,Other:,2.0,0.0,6.0,10.745205588904774,1,6.0,4.0,8.0,484.0,400.0,0.8695652173913043,18.0
India,17.0,5.0,1,Back-end,5.0,2,14.0,"Internet, Telecomm or Information Services",2.0,0.0,,11.262950139690552,0,2.0,4.0,8.0,289.0,196.0,0.7777777777777778,14.0
Other,5.0,,1,Back-end,5.0,2,14.0,"Internet, Telecomm or Information Services",1.0,0.0,10.0,10.561085272640117,0,6.0,6.0,5.0,25.0,196.0,2.3333333333333335,17.0
Italy,10.0,,1,Full-stack,2.0,2,7.0,Software Development,1.0,0.0,8.0,10.66723298194161,0,4.0,5.0,6.0,100.0,49.0,0.6363636363636364,15.0
France,12.0,,1,Full-stack,3.0,1,6.0,Healthcare,1.0,0.0,6.0,10.968336211051428,0,,,,144.0,36.0,0.46153846153846156,0.0
United States of America,25.0,,1,Full-stack,,1,25.0,Software Development,3.0,,5.0,12.100717685412471,0,6.0,2.0,1.0,625.0,625.0,0.9615384615384616,9.0
Norway,17.0,5.0,1,Full-stack,,1,12.0,Other:,2.0,0.0,11.0,11.24624791163229,0,5.0,1.0,5.0,289.0,144.0,0.6666666666666666,11.0
Romania,8.0,,1,Full-stack,3.0,2,4.0,Software Development,1.0,0.0,10.0,10.22451977466945,0,6.0,1.0,3.0,64.0,16.0,0.4444444444444444,10.0
Ukraine,5.0,,1,Other,5.0,0,2.0,Software Development,1.0,0.0,7.0,9.921916688004496,0,6.0,4.0,8.0,25.0,4.0,0.3333333333333333,18.0
Israel,27.0,,1,Embedded/Hardware,5.0,1,25.0,Software Development,2.0,0.0,7.0,11.832542155952355,0,12.0,4.0,7.0,729.0,625.0,0.8928571428571429,23.0
Sweden,5.0,5.0,1,Back-end,3.0,0,1.0,Software Development,0.0,0.0,5.0,10.692535647473276,0,11.0,4.0,5.0,25.0,1.0,0.16666666666666666,20.0
Finland,9.0,,1,Full-stack,3.0,1,6.0,Fintech,1.0,0.0,15.0,11.007568195796024,0,1.0,1.0,4.0,81.0,36.0,0.6,6.0
Other,24.0,,1,Other,,1,20.0,Other,2.0,,50.0,11.037804765825014,0,,,,576.0,400.0,0.8,0.0
Norway,21.0,,1,Other,5.0,1,14.0,Higher Education,2.0,1.0,2.0,11.395784722999087,0,4.0,,,441.0,196.0,0.6363636363636364,0.0
Belgium,25.0,,1,Management,,1,25.0,Software Development,2.0,,5.0,11.150663514162712,1,10.0,3.0,16.0,625.0,625.0,0.9615384615384616,29.0
Spain,10.0,,1,Management,2.0,2,33.0,Software Development,4.0,1.0,0.0,11.661483391611373,0,4.0,2.0,3.0,100.0,1089.0,3.0,9.0
Spain,10.0,5.0,1,Other,,1,3.0,Healthcare,1.0,0.0,6.0,11.116766916182364,1,4.0,2.0,5.0,100.0,9.0,0.2727272727272727,11.0
United Kingdom of Great Britain and Northern Ireland,10.0,5.0,1,Full-stack,1.0,2,4.0,Software Development,2.0,0.0,5.0,11.022963996383547,0,3.0,2.0,1.0,100.0,16.0,0.36363636363636365,6.0
France,11.0,5.0,1,Back-end,4.0,1,6.0,Software Development,1.0,0.0,10.0,10.79398857022398,1,4.0,,4.0,121.0,36.0,0.5,0.0
France,5.0,5.0,1,Full-stack,1.0,1,4.0,Software Development,1.0,0.0,2.0,10.693920233396923,1,9.0,2.0,4.0,25.0,16.0,0.6666666666666666,15.0
Germany,9.0,,1,Back-end,2.0,1,3.0,Other,1.0,0.0,10.0,10.552839573096401,1,8.0,4.0,,81.0,9.0,0.3,0.0
Switzerland,20.0,5.0,1,security,2.0,0,10.0,Other,1.0,0.0,,11.504842888776873,0,4.0,,6.0,400.0,100.0,0.47619047619047616,0.0
Other,22.0,,1,Back-end,,1,19.0,Software Development,2.0,,8.0,11.289794413577894,0,5.0,4.0,8.0,484.0,361.0,0.8260869565217391,17.0
United Kingdom of Great Britain and Northern Ireland,8.0,,1,Front-end,1.0,1,15.0,Software Development,2.0,0.0,3.0,11.223628756361444,0,6.0,,,64.0,225.0,1.6666666666666667,0.0
United States of America,19.0,5.0,1,Full-stack,5.0,2,15.0,Software Development,2.0,0.0,15.0,12.524530013005734,1,6.0,3.0,8.0,361.0,225.0,0.75,17.0
United Kingdom of Great Britain and Northern Ireland,4.0,,1,Data/ML,,0,4.0,Other:,0.0,0.0,12.0,9.541297427909285,0,6.0,2.0,,16.0,16.0,0.8,0.0
United States of America,7.0,,1,Other,5.0,0,6.0,Manufacturing,1.0,0.0,10.0,12.206077645517674,0,5.0,1.0,5.0,49.0,36.0,0.75,11.0
Ukraine,17.0,,1,Back-end,3.0,2,10.0,Fintech,1.0,,,11.097425172408931,1,8.0,3.0,7.0,289.0,100.0,0.5555555555555556,18.0
Other,11.0,,1,Full-stack,2.0,1,9.0,Software Development,1.0,0.0,,10.377763293304536,0,5.0,2.0,,121.0,81.0,0.75,0.0
United Kingdom of Great Britain and Northern Ireland,40.0,5.0,1,Full-stack,1.0,1,28.0,Software Development,3.0,0.0,10.0,11.128321247529394,0,5.0,1.0,1.0,1600.0,784.0,0.6829268292682927,7.0
Norway,3.0,5.0,1,Back-end,5.0,1,,Government,1.0,0.0,1.0,11.062646028572223,1,2.0,1.0,3.0,9.0,,,6.0
Germany,18.0,,1,Back-end,2.0,1,8.0,Software Development,2.0,0.0,12.0,11.588913810969567,0,1.0,1.0,5.0,324.0,64.0,0.42105263157894735,7.0
Portugal,25.0,,1,Other,,1,25.0,Other:,2.0,,5.0,10.927519962848502,0,3.0,2.0,11.0,625.0,625.0,0.9615384615384616,16.0
Netherlands,25.0,5.0,1,Other,,1,20.0,Software Development,2.0,,10.0,12.143904645818564,0,6.0,5.0,13.0,625.0,400.0,0.7692307692307693,24.0
Germany,9.0,,1,Front-end,2.0,1,6.0,"Internet, Telecomm or Information Services",1.0,0.0,4.0,11.150663514162712,0,3.0,,3.0,81.0,36.0,0.6,0.0
